Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
S09594,0.20633402915421042,1.0,29,Kinesthetic,7,0.7565581068987713,0.6052464855190173,0.13683125032540885,88,1,Medium,24,8,D
S09595,0.1527151888650776,1.0,10,Auditory,8,0.8399335387579262,0.5207587940299144,0.0,98,0,Medium,30,4,D
S09596,0.22575088990400183,0.0,33,Auditory,9,0.6208149472360048,0.42215416412048345,0.6208149472360049,57,1,Medium,28,5,A
S09597,0.5650302547656252,1.0,31,Visual,1,0.6905925336024307,0.04143555201614585,0.44956185198611487,51,1,Low,28,6,B
S09598,0.3918820073808373,0.0,32,Reading/Writing,4,0.8621404162378417,0.08621404162378427,0.3093695751157487,66,1,Medium,28,9,C
S09599,0.2882698725712894,0.0,23,Reading/Writing,1,0.7927421495710455,0.49150013273404847,0.21653633501937536,87,1,Medium,29,5,D
S09600,0.0,1.0,25,Visual,9,0.9748168893442829,0.019496337786885733,0.22215293169804445,86,1,Medium,9,6,D
S09601,0.0,1.0,47,Kinesthetic,1,0.0,0.8131137641738372,0.5821048071533624,62,1,Low,10,5,B
S09602,0.08350968605316283,0.0,6,Reading/Writing,9,0.0,0.6981409754044406,0.7110733512069191,94,1,Low,4,7,B
S09603,0.6034154938080077,1.0,23,Kinesthetic,4,0.0,0.28209674335524365,0.7458627013202926,87,1,Low,11,10,A
S09604,0.11836397355662288,0.0,19,Reading/Writing,20,0.6510018545614255,0.4687213352842265,0.5852237734156427,75,0,High,22,5,A
S09605,0.5749025622728424,0.0,36,Kinesthetic,2,0.5749025622728423,0.09198440996365485,0.5749025622728424,76,0,High,15,4,A
S09606,0.5016788642946112,1.0,46,Kinesthetic,17,0.0,0.8277701260861086,0.2512268605851229,62,1,Medium,18,7,D
S09607,0.1975261021268342,1.0,28,Visual,17,0.7242623744650584,0.593895147061348,0.2893371842846941,72,1,High,22,8,C
S09608,0.7976348543664924,1.0,6,Auditory,1,0.0,0.15354470946554985,0.5832689442228894,86,1,Medium,18,9,C
S09609,0.17685501183778954,0.0,49,Kinesthetic,7,0.6484683767385614,0.622529641669019,0.4008340235076775,53,0,High,12,10,B
S09610,0.06329109324261613,0.0,20,Auditory,15,0.6962020256687766,0.36202505334776397,0.6166318494202152,60,1,Low,19,4,A
S09611,0.45776767935781487,0.0,36,Visual,18,0.6294305591169953,0.1636519453704188,0.6062045560382281,64,0,High,7,4,A
S09612,0.9820058807690679,1.0,23,Auditory,17,0.0,0.09258912590108352,0.1645955767930608,72,0,Low,6,4,D
S09613,0.7337867875805733,0.0,44,Reading/Writing,17,0.0,0.12555907254156484,0.6676764708110393,92,1,Low,5,7,B
S09614,0.10786674818105219,1.0,36,Visual,18,0.5932671149957868,0.5932671149957869,0.5333226276523405,100,1,Medium,0,9,A
S09615,0.9507121409772912,0.0,6,Reading/Writing,4,0.0,0.15686750326125304,0.2674677764123298,78,0,Low,12,9,D
S09616,0.3596235589875376,1.0,28,Reading/Writing,7,0.6593098581438187,0.6593098581438188,0.035943257085191,84,1,Medium,14,4,D
S09617,0.5593061646409827,0.0,25,Reading/Writing,9,0.0,0.08789096872929734,0.8242886580624653,99,1,High,8,6,A
S09618,0.11848800135504059,0.0,35,Reading/Writing,2,0.6516840074527229,0.651684007452723,0.36956258251560953,70,1,Medium,26,4,C
S09619,0.4994249155179148,1.0,20,Auditory,20,0.0,0.5493674070697063,0.6699031316611613,75,1,Low,24,7,A
S09620,0.32969371070121206,0.0,10,Reading/Writing,17,0.7253261635426662,0.3771696050421866,0.4721727466053753,93,1,Medium,22,9,B
S09621,0.41373437209467895,0.0,23,Kinesthetic,17,0.9102156186082935,0.018204312372165937,0.0,79,1,Low,23,10,D
S09622,0.4856597441474844,0.0,10,Reading/Writing,19,0.0,0.04273805748497872,0.8731025548908963,53,1,Medium,20,5,B
S09623,0.06831861427670138,1.0,18,Reading/Writing,11,0.7515047570437144,0.360722283380983,0.5481355684102144,51,1,Medium,20,9,B
S09624,0.17614453501939145,0.0,36,Kinesthetic,4,0.9687949426066523,0.1743830896691975,0.0,57,1,Low,0,5,D
S09625,0.5040186602420377,1.0,16,Reading/Writing,7,0.5544205262662412,0.5433321157409166,0.37864664555094785,71,1,Medium,21,6,B
S09626,0.09944285876256354,0.0,30,Auditory,10,0.0,0.32816143391645947,0.9393727647377382,73,1,Medium,23,7,A
S09627,0.411887481939374,0.0,24,Visual,10,0.0,0.8608448372532915,0.29882246969730364,54,1,Medium,2,5,D
S09628,0.5530897081289936,0.0,37,Visual,15,0.6083986789418928,0.2920313658921086,0.4885289178326435,57,0,Medium,29,9,B
S09629,0.6730079836939953,1.0,6,Auditory,19,0.0,0.0164513062680755,0.7394522353784705,70,1,Low,26,10,A
S09630,0.22838927602763895,0.0,33,Kinesthetic,10,0.628070509076007,0.6280705090760071,0.3986141114581641,65,1,Low,29,9,B
S09631,0.7276643668633735,1.0,33,Auditory,8,0.0,0.02668102678499046,0.6854142484709697,53,1,High,8,9,C
S09632,0.07423959965000834,0.0,47,Visual,14,0.8166355961500907,0.29398881461403276,0.4910859006591698,88,0,Low,4,9,B
S09633,0.8495188365637523,1.0,34,Visual,1,0.0,0.228426176053809,0.4755409850021373,97,1,High,10,7,C
S09634,0.6468470346493588,0.0,25,Reading/Writing,12,0.6468470346493586,0.3104865766316922,0.25841035827186776,71,1,High,15,10,C
S09635,0.11694403726295924,0.0,15,Visual,1,0.6431922049462754,0.6303283608473501,0.41870519122227373,72,0,Low,15,8,B
S09636,0.28499558431354477,1.0,35,Kinesthetic,7,0.6269902854897983,0.40127378271347103,0.6038543285677633,54,0,Medium,28,4,A
S09637,0.07974211009816563,1.0,30,Visual,16,0.8771632110798211,0.29823549176713926,0.36780631921657064,96,0,Medium,17,8,C
S09638,0.44514727981361435,0.0,9,Auditory,14,0.6120775097437197,0.4406958070154782,0.48269268382630687,67,1,Medium,26,5,B
S09639,0.33882297266394107,1.0,25,Kinesthetic,7,0.9317631748258377,0.13044684447561736,0.0,64,1,High,23,10,D
S09640,0.6423029957471952,1.0,16,Kinesthetic,10,0.0,0.6863466297412885,0.3411380446343577,92,0,Medium,8,7,C
S09641,0.5885465872363596,1.0,33,Auditory,4,0.0,0.7953786736079944,0.14486435110827514,90,1,Medium,21,10,D
S09642,0.40542792459405813,0.0,24,Reading/Writing,13,0.0,0.8562637767426508,0.32006334154002514,50,1,Medium,23,9,C
S09643,0.552967444004761,1.0,49,Kinesthetic,2,0.5529674440047609,0.2875430708824758,0.552967444004761,69,1,Low,16,4,A
S09644,0.5285939746487508,0.0,44,Visual,8,0.5814533721136258,0.5581952372290808,0.2663052067787999,86,1,Medium,4,5,C
S09645,0.47934044236465445,1.0,23,Auditory,2,0.753249266573028,0.3916896186179747,0.22232302037296633,89,0,High,24,5,D
S09646,0.7962846803908953,1.0,35,Kinesthetic,15,0.0,0.5573992762736267,0.23502500842337368,66,1,Low,22,4,D
S09647,0.06921215961927447,0.0,23,Kinesthetic,18,0.7613337558120183,0.6395203548820956,0.08120532564727886,88,1,Low,29,10,D
S09648,0.36295949513474246,0.0,15,Reading/Writing,20,0.6654257410803609,0.2794788112537517,0.5893730415105318,68,1,Medium,5,7,A
S09649,0.10694977405718088,1.0,28,Reading/Writing,15,0.0,0.9646869619957708,0.2407089761194793,95,1,Low,8,4,D
S09650,0.24229141505010085,0.0,49,Reading/Writing,7,0.8884018551837028,0.24875251945143687,0.30026521271325685,91,1,Low,24,10,C
S09651,0.45285038443037556,0.0,11,Kinesthetic,2,0.0,0.5645534792565349,0.6900767336902486,100,1,Medium,26,6,A
S09652,0.30868123829247857,0.0,40,Reading/Writing,0,0.0,0.4074592345460717,0.8594724342928931,56,1,Low,5,8,B
S09653,0.49167060732387924,0.0,36,Visual,9,0.0,0.6490052016675205,0.5805620226145253,73,1,High,21,5,A
S09654,0.4806537665686098,1.0,16,Visual,7,0.7553130617506721,0.24170017976021518,0.3742394401130292,66,0,Medium,28,4,C
S09655,0.0,1.0,39,Reading/Writing,15,0.0,0.7592393820425436,0.6508114632945983,94,1,Low,6,10,B
S09656,0.9352882185844281,1.0,5,Auditory,17,0.0,0.11223458623013137,0.33561785684155426,94,1,Medium,12,5,C
S09657,0.48301722439508793,0.0,8,Reading/Writing,0,0.5903543853717741,0.4014409820528065,0.5069725816436806,88,1,High,2,7,A
S09658,0.13790861678018834,1.0,33,Visual,4,0.7584973922910354,0.6219678616786491,0.13718198986879837,93,1,Medium,18,6,D
S09659,0.5896601392453441,0.0,46,Visual,13,0.0,0.5189009225359029,0.6189044779095965,87,1,Medium,9,4,A
S09660,0.6724592847920705,1.0,27,Reading/Writing,8,0.7397052132712773,0.014794104265425604,0.020392210160134063,68,0,Low,18,8,D
S09661,0.6437290126472995,1.0,36,Kinesthetic,1,0.7081019139120293,0.18410649761712763,0.22429764895203164,71,1,Medium,3,7,C
S09662,0.06763620019818918,1.0,16,Reading/Writing,2,0.7439982021800802,0.3124792449156338,0.5867271436302517,62,1,High,27,10,B
S09663,0.5121894254024647,1.0,9,Reading/Writing,12,0.0,0.5352379495455757,0.6717010718110704,59,0,High,24,6,C
S09664,0.7022533940523729,1.0,23,Visual,5,0.0,0.7106804347810015,0.04211282656637146,63,1,Low,5,8,D
S09665,0.5607351790234611,1.0,40,Kinesthetic,6,0.0,0.5242873923869362,0.6408578541218276,76,1,High,23,4,A
S09666,0.0,1.0,15,Kinesthetic,8,0.7934633547025606,0.22216973931671705,0.56661848864655,51,0,Low,30,8,B
S09667,0.265230571062979,0.0,19,Auditory,4,0.7293840704231921,0.6126826191554815,0.1492368257880109,51,1,Low,2,8,D
S09668,0.5543786349057679,1.0,11,Auditory,19,0.0,0.4421169613373499,0.7051219197116521,60,1,Low,13,5,A
S09669,0.0,0.0,8,Reading/Writing,12,0.0,0.0,1.0,87,1,Medium,10,6,C
S09670,0.9297535743231542,0.0,35,Reading/Writing,7,0.0,0.3681824154319691,0.0,67,1,Medium,4,10,D
S09671,0.3755856002235064,0.0,10,Kinesthetic,0,0.6885736004097616,0.4820015202868332,0.39048225076777526,94,1,Low,10,5,C
S09672,0.4922213457551082,0.0,41,Kinesthetic,11,0.6768043504132736,0.3248660881983714,0.4405860220018164,91,0,High,8,10,B
S09673,0.39083019388053475,1.0,38,Auditory,13,0.7165220221143135,0.5588871772491646,0.1466051652670519,81,1,Low,3,4,D
S09674,0.08671866556972138,0.0,10,Auditory,12,0.9539053212669341,0.057234319276016056,0.28154705432208843,76,1,Medium,28,6,D
S09675,0.47632801212063525,0.0,41,Auditory,5,0.5239608133326987,0.5134815970660449,0.48467859498377347,90,0,High,23,7,A
S09676,0.11941772060848085,1.0,34,Kinesthetic,1,0.6567974633466444,0.486030122876517,0.5640312223651508,50,1,Medium,20,5,A
S09677,0.0,0.0,26,Visual,1,0.0,0.7507559274000167,0.6605796980484194,75,1,Medium,27,5,C
S09678,0.18626693907475309,1.0,35,Kinesthetic,12,0.0,0.7376170787360216,0.649019007860833,63,1,High,25,7,C
S09679,0.652345284092235,0.0,19,Kinesthetic,19,0.0,0.24397713625049594,0.7175798125014585,64,1,Low,14,7,A
S09680,0.5366560620015501,,40,Kinesthetic,18,0.5903216682017048,0.20070936718857976,0.568538784157514,64,1,Medium,27,8,A
S09681,0.3957398235393077,0.0,29,Auditory,8,0.7255230098220639,0.11608368157153029,0.5509364148035693,57,0,Low,15,5,B
S09682,0.0,1.0,28,Kinesthetic,12,0.0,0.7487168069453819,0.6628899931342392,79,1,Low,17,6,C
S09683,0.05968581550356462,0.0,7,Kinesthetic,19,0.65654397053921,0.3939263823235261,0.6404760912678805,64,0,High,18,10,A
S09684,0.2471712302541973,1.0,30,Reading/Writing,16,0.6797208831990424,0.5301822888952532,0.44248462619567996,73,1,Medium,1,9,B
S09685,0.0,0.0,11,Auditory,3,0.6529709660420882,0.6268521274004047,0.4250709680508054,77,0,Medium,21,4,B
S09686,0.7713732785400772,1.0,38,Kinesthetic,11,0.0,0.6363829547955637,0.0,80,1,Medium,0,6,D
S09687,0.5930075766332454,0.0,37,Kinesthetic,13,0.0,0.7501545844410556,0.2925920598677152,53,0,Medium,11,5,C
S09688,0.0,0.0,33,Reading/Writing,16,0.0,0.8337118377204072,0.5521997570126784,92,0,High,13,10,C
S09689,0.0,1.0,7,Visual,5,0.0,0.38723248435509183,0.9219821056073614,99,1,High,20,10,A
S09690,0.0,1.0,16,Visual,11,0.0,0.9136919400340839,0.4064074786673494,81,0,Low,3,10,D
S09691,0.23976320379413998,1.0,9,Reading/Writing,5,0.6593488104338847,0.6066009055991741,0.3739092050378709,54,0,Low,22,8,C
S09692,0.5884826384989518,1.0,20,Reading/Writing,8,0.0,0.6214376662548932,0.5172073193072426,97,1,Low,2,4,C
S09693,0.6936420820223288,1.0,44,Auditory,16,0.6936420820223286,0.19421978296625206,0.0,72,1,Medium,18,10,D
S09694,0.0,0.0,6,Visual,10,0.0,0.7158117094640017,0.69829334566085,94,0,Medium,1,4,A
S09695,0.5905141344632402,1.0,42,Visual,3,0.0,0.2814784040941445,0.7563484415451279,95,1,Low,22,9,B
S09696,0.4783811288755342,1.0,10,Auditory,14,0.0,0.7893288626446313,0.38485249399205146,98,1,High,2,8,C
S09697,0.34418742240775757,0.0,14,Auditory,5,0.0,0.6360583566095361,0.6906263716681257,62,1,Medium,1,9,A
S09698,0.4754764864174347,0.0,43,Auditory,18,0.5811379278435311,0.3138144810355069,0.5811379278435312,64,1,Low,29,4,A
S09699,0.0,1.0,10,Kinesthetic,14,0.688116770363313,0.48168173925431923,0.5426582832811987,63,0,High,10,5,B
S09700,0.48499471151948104,1.0,32,Visual,12,0.5927713140793657,0.40308449357396875,0.5009243356465873,60,0,Medium,11,10,A
S09701,0.41884378540663725,0.0,10,Kinesthetic,6,0.7678802732455013,0.2610792929034706,0.40837161042814535,52,1,High,17,10,C
S09702,0.4754444592838193,,30,Reading/Writing,3,0.0,0.6126441461057214,0.6313633790288351,87,0,High,12,6,A
S09703,0.08488284979135231,0.0,16,Auditory,0,0.9337113477048745,0.09337113477048756,0.33505201412634017,99,0,Medium,20,7,C
S09704,0.1281100318817916,1.0,26,Reading/Writing,1,0.7046051753498533,0.4086710017029151,0.565780327484603,77,1,Medium,23,4,B
S09705,0.6422951355946483,0.0,23,Auditory,10,0.6422951355946482,0.2055344433902875,0.36423826015830524,96,0,Medium,29,8,C
S09706,0.7283810727949376,0.0,20,Auditory,15,0.0,0.04006095900372166,0.6840000967527693,100,0,Medium,16,8,B
S09707,0.4528109363334681,0.0,31,Kinesthetic,8,0.0,0.4150766916390124,0.7890966962260203,91,1,Medium,3,8,A
S09708,0.5576020118479758,0.0,8,Kinesthetic,9,0.5576020118479756,0.34571324734574505,0.5085689170366583,63,1,Medium,4,8,A
S09709,0.06483068288146547,0.0,10,Reading/Writing,6,0.7131375116961193,0.05705100093568961,0.6956845946700461,50,0,Medium,26,10,A
S09710,0.32288213744673927,1.0,43,Auditory,17,0.8879258779785327,0.31965331607227193,0.07180889957294193,73,1,Medium,27,9,D
S09711,0.0700020590572721,0.0,25,Auditory,2,0.0,0.7084208376595931,0.7023102081683155,63,1,Medium,25,5,A
S09712,0.5526698252800245,1.0,36,Auditory,10,0.7599210097600335,0.2431747231232108,0.2407118135534442,95,1,High,8,7,C
S09713,0.2534442483062915,,33,Kinesthetic,15,0.0,0.5575773462738411,0.7904894154400044,78,1,Low,20,10,C
S09714,0.5560582947623863,1.0,47,Visual,4,0.6116641242386248,0.562730994299535,0.0,67,0,Medium,25,8,D
S09715,0.34795062282738387,0.0,43,Kinesthetic,17,0.0,0.17223555829955506,0.9215558998407402,77,0,Low,23,5,A
S09716,0.0,0.0,35,Auditory,19,0.7385405900772408,0.4726659776494342,0.4807750725454321,85,1,Low,17,8,B
S09717,0.6505089751151915,1.0,38,Auditory,17,0.0,0.42933592357602646,0.6265051779687888,91,1,Medium,10,7,A
S09718,0.45057194661101097,0.0,36,Kinesthetic,16,0.0,0.7599646832839051,0.4684427404585944,93,1,Medium,5,4,C
S09719,0.6154397813788622,0.0,40,Auditory,7,0.6769837595167482,0.31141252937770425,0.2568055711885714,79,0,High,1,7,C
S09720,0.6259690952046039,1.0,29,Reading/Writing,14,0.688566004725064,0.3442830023625321,0.12453418514581897,50,0,Low,29,5,D
S09721,0.3516135701204272,0.0,17,Visual,18,0.0,0.40611367348909344,0.8434687792161376,95,1,Medium,2,5,A
S09722,0.1443532240894334,1.0,6,Auditory,0,0.7939427324918833,0.2858193836970781,0.5168407531545187,99,1,Medium,28,5,B
S09723,0.6760806356229039,1.0,34,Auditory,5,0.6760806356229037,0.2839538669616196,0.07211206354697995,97,1,High,27,7,D
S09724,0.28788365781650543,0.0,49,Visual,14,0.0,0.8022357931153283,0.5230112157562298,87,0,Low,1,10,C
S09725,0.8761080511282392,0.0,12,Visual,6,0.0,0.3640715679132906,0.31604837633728944,65,1,Low,11,6,D
S09726,0.11162086652385056,1.0,39,Visual,3,0.0,0.6875845377869189,0.7174735434514737,59,1,Medium,5,9,C
S09727,0.325949845242434,0.0,20,Visual,18,0.7170896595333546,0.35854482976667734,0.5009837558487853,86,1,Low,23,4,B
S09728,0.9073368904135533,0.0,12,Kinesthetic,2,0.0,0.039922823178196426,0.41850440318370147,64,1,Medium,30,8,C
S09729,0.3694898374279925,0.0,36,Reading/Writing,14,0.5806268873868451,0.48772658540495006,0.5370963187084118,100,1,Medium,3,9,A
S09730,0.6708388415717482,0.0,18,Reading/Writing,6,0.7379227257289228,0.07379227257289236,0.0,56,0,Medium,5,10,D
S09731,0.08406596919424097,,11,Auditory,15,0.9247256611366498,0.16645061900459704,0.33182759965350317,54,1,Low,17,8,C
S09732,0.1288145285753621,0.0,41,Reading/Writing,6,0.7084799071644913,0.4250879442986949,0.5484188891568292,59,0,Medium,11,10,B
S09733,0.31948955770348025,0.0,8,Visual,3,0.0,0.21086310808429698,0.9238307053608169,74,1,High,9,9,B
S09734,0.15328633850600548,1.0,49,Reading/Writing,18,0.8430748617830298,0.15175347512094542,0.49264486056962387,100,1,Low,10,5,C
S09735,0.0,1.0,7,Visual,0,0.6971392331664504,0.16731341595994817,0.6971392331664505,59,1,High,23,9,A
S09736,0.4659544384238032,1.0,44,Reading/Writing,19,0.0,0.688281270471732,0.5560174044317108,52,0,High,23,5,B
S09737,0.5911940063722839,0.0,30,Visual,3,0.0,0.7803760884114148,0.2037223784103936,50,0,Medium,29,5,D
S09738,0.06281791639924407,1.0,17,Visual,3,0.690997080391684,0.3316785985880084,0.6391918737813561,94,0,Medium,16,6,A
S09739,0.26197724516813764,1.0,27,Auditory,10,0.960583232283171,0.07684665858265377,0.05236762296696361,74,1,High,30,8,D
S09740,0.0,0.0,14,Kinesthetic,0,0.8193170141631373,0.03277268056652557,0.5724033383124927,51,0,Medium,28,5,B
S09741,0.0,0.0,43,Auditory,13,0.8219124126941213,0.4767091993625906,0.3117824964657352,96,1,Medium,21,4,C
S09742,0.3232826229434576,0.0,12,Reading/Writing,17,0.889027213094508,0.3022692524521329,0.11727002644426746,52,1,Low,29,10,D
S09743,0.08816807763264224,1.0,48,Auditory,13,0.0,0.5043214040587132,0.8590030916677847,81,1,Medium,11,7,A
S09744,0.06309687024709676,1.0,11,Visual,12,0.6940655727180635,0.18045704890669656,0.6940655727180636,66,0,Medium,18,5,A
S09745,0.0,1.0,31,Reading/Writing,6,0.0,0.9196046150924976,0.392845200938715,78,0,High,1,10,C
S09746,0.7416213832393754,1.0,28,Auditory,10,0.0,0.3535061926774356,0.5701149845959316,64,0,Low,9,9,C
S09747,0.5338983974349207,0.0,32,Kinesthetic,7,0.6525424857537919,0.2088135954412135,0.4955175959152196,51,1,Medium,28,4,B
S09748,0.5749385348638458,0.0,25,Reading/Writing,7,0.0,0.519999963754634,0.6317006560260909,99,1,Medium,12,4,A
S09749,0.510407372988794,1.0,37,Visual,5,0.7018101378595917,0.4912670965017143,0.07485642184177822,59,1,Medium,26,8,D
S09750,0.6676682296310107,0.0,11,Kinesthetic,4,0.0,0.01632077894653588,0.7442800328612682,92,1,Medium,6,4,A
S09751,0.18827369362839513,0.0,28,Auditory,6,0.6903368766374485,0.26232801312223053,0.6474349593382459,50,1,Medium,9,5,A
S09752,0.8151082574383547,0.0,44,Kinesthetic,19,0.0,0.557896318424474,0.15604559123610934,96,1,Medium,18,8,D
S09753,0.5644239914894845,0.0,24,Auditory,7,0.0,0.7450396687661196,0.3554454244971358,89,1,Low,3,10,C
S09754,0.5773959815143468,0.0,13,Auditory,16,0.0,0.19054067389973448,0.7939194745822268,76,1,High,5,10,A
S09755,0.16175470846299925,0.0,30,Kinesthetic,19,0.0,0.4270324303423179,0.8896508965464957,51,1,Low,16,8,A
S09756,0.7756074762778975,0.0,39,Kinesthetic,17,0.0,0.13271505705199585,0.6171059523076374,83,1,Low,23,9,B
S09757,0.3905760870269286,0.0,5,Reading/Writing,8,0.7160561595493689,0.35802807977468454,0.4544554881470725,99,1,Medium,19,8,B
S09758,0.3444742815605954,1.0,20,Auditory,19,0.6315361828610914,0.6315361828610915,0.2892430964047302,84,1,Low,13,6,C
S09759,0.07989577677975236,0.0,38,Kinesthetic,0,0.8788535445772749,0.0527312126746365,0.46738905768811295,61,0,Medium,24,6,C
S09760,0.32185949213455783,1.0,48,Kinesthetic,7,0.5900757355800225,0.5546711914452213,0.4904660671069086,59,1,Medium,19,5,A
S09761,0.4996247810180371,1.0,49,Reading/Writing,17,0.0,0.5679068344238356,0.6541077171287437,99,1,Medium,15,9,B
S09762,0.31603059008092793,1.0,21,Visual,6,0.5793894151483677,0.4866871087246291,0.5723357667911326,71,1,High,15,8,A
S09763,0.6111739557602307,0.0,31,Kinesthetic,14,0.7469903903736151,0.2240971171120846,0.13510083120365413,59,1,Medium,26,8,D
S09764,0.46633799495800643,0.0,21,Visual,19,0.8549529907563448,0.22228777759664972,0.046609033314052126,100,1,Medium,6,9,D
S09765,0.4885576506818265,,42,Auditory,0,0.0,0.8598614652000144,0.14815425280544273,98,1,High,25,9,D
S09766,0.5674594256626289,0.0,12,Visual,6,0.0,0.5271067553932864,0.6325727378297309,67,0,Low,17,9,A
S09767,0.24385860031875306,0.0,25,Reading/Writing,8,0.8941482011687608,0.37554224449087964,0.0,64,0,Low,0,9,D
S09768,0.44630343408985346,1.0,17,Reading/Writing,15,0.8182229624980644,0.04909337774988387,0.35904633213779275,88,0,Low,9,5,C
S09769,0.5660587817058713,0.0,6,Auditory,18,0.5660587817058712,0.3283140933894055,0.5013629098659194,69,1,Medium,13,9,A
S09770,0.3499103988701313,1.0,47,Reading/Writing,20,0.0,0.9237634530171464,0.15563995512844403,87,1,Medium,6,9,D
S09771,0.47091026719942075,0.0,46,Visual,17,0.8633354898656044,0.1208669685811847,0.13522768980753194,77,1,Low,6,8,D
S09772,0.30215389938288895,0.0,38,Reading/Writing,8,0.8309232233029444,0.4486985405835901,0.13015082689601568,87,0,Medium,25,6,D
S09773,0.6253635339773365,1.0,48,Kinesthetic,18,0.0,0.48152992116254906,0.6140434719110415,75,1,Medium,16,6,B
S09774,0.0,0.0,49,Visual,7,0.6370489828445763,0.49689820661876966,0.5892883553199919,51,0,High,1,6,A
S09775,0.0,0.0,48,Auditory,11,0.0,0.3297999615073961,0.9440508383502025,85,0,High,24,9,C
S09776,0.11414312406806595,0.0,29,Visual,0,0.6277871823743624,0.5147854895469772,0.5725823090406479,67,1,Medium,2,5,A
S09777,0.5634679506548217,0.0,14,Kinesthetic,18,0.6886830508003376,0.3167942033681554,0.3284219189358877,74,1,Low,21,10,C
S09778,0.5821567101794771,1.0,45,Visual,12,0.7115248679971385,0.19922696303919887,0.33931481578740474,62,1,High,8,10,C
S09779,0.0,1.0,22,Visual,19,0.0,0.5789727280363752,0.8153469078803925,67,1,Medium,5,8,C
S09780,0.7352665381475469,0.0,11,Reading/Writing,8,0.0,0.28757091269770735,0.6137475768186215,78,1,Medium,11,8,B
S09781,0.896441868957786,1.0,29,Auditory,16,0.0,0.32869535195118826,0.29723953503051426,55,0,Medium,0,4,D
S09782,0.4382393121682291,,7,Kinesthetic,2,0.0,0.7134536002098768,0.5467451560076986,90,1,High,7,9,C
S09783,0.7071067811865475,0.0,48,Kinesthetic,2,0.0,0.0,0.7071067811865475,91,1,Low,15,8,A
S09784,0.6686693027086785,1.0,24,Reading/Writing,18,0.0,0.7061147836603644,0.23298771622419606,81,1,Medium,7,4,C
S09785,0.46553772084434136,1.0,42,Reading/Writing,12,0.0,0.5291612093597347,0.7094103502064226,79,0,Medium,2,4,A
S09786,0.7219483404975984,1.0,24,Kinesthetic,6,0.0,0.6882574179410439,0.0713604953870901,64,1,Medium,1,6,D
S09787,0.6724294246706929,1.0,5,Visual,8,0.0,0.3093175353485188,0.6724294246706929,87,0,Medium,21,4,A
S09788,0.4933393099997951,0.0,18,Visual,20,0.6029702677775272,0.5185544302886735,0.352341431303803,53,1,High,1,9,C
S09789,0.6776645681034189,0.0,14,Kinesthetic,2,0.0,0.33883228405170945,0.6526587289093039,94,0,Low,23,8,A
S09790,0.6609349187368505,0.0,24,Auditory,10,0.6609349187368503,0.23793657074526617,0.2640383583697807,54,1,Medium,22,8,C
S09791,0.36953031688555066,1.0,33,Kinesthetic,19,0.6774722476235093,0.10839555961976156,0.6266810203421943,82,1,Medium,1,4,A
S09792,0.5958436741134674,0.0,13,Kinesthetic,11,0.6554280415248139,0.45879962906736993,0.0699092180585283,91,1,Medium,9,9,D
S09793,0.5045989574363816,0.0,20,Visual,7,0.6167320590889107,0.46871636490757224,0.3812170362325126,98,0,Medium,14,10,B
S09794,0.5975122807922214,1.0,29,Kinesthetic,10,0.5975122807922213,0.4660595790179327,0.2621957616182661,66,1,Medium,21,6,C
S09795,0.5262508788008623,0.0,6,Reading/Writing,16,0.5788759666809484,0.40521317667666396,0.4730379574707769,69,1,Medium,17,10,B
S09796,0.18706962682183634,1.0,41,Auditory,17,0.6859219650133996,0.38411630040750394,0.5890421719997201,73,1,Low,8,7,A
S09797,0.41580143095934746,1.0,46,Kinesthetic,7,0.0,0.7684010444128742,0.4864863872271896,73,1,Medium,16,10,C
S09798,0.3869749658203711,0.0,46,Visual,15,0.6081035177177258,0.4743207438198262,0.5054506103961663,86,1,Medium,0,8,A
S09799,0.2028231772720177,0.0,14,Kinesthetic,12,0.7436849833307313,0.10411589766630246,0.6284546794978886,61,1,Low,2,6,A
S09800,0.21184244929086538,1.0,37,Auditory,12,0.7767556473998395,0.06214045179198723,0.5898406608245917,69,1,Medium,9,4,B
S09801,0.49626580069163995,1.0,49,Reading/Writing,3,0.6823654759510047,0.4913031426847235,0.21614540078881767,65,1,High,6,8,C
S09802,0.20738579632973717,1.0,5,Visual,4,0.7604145865423694,0.2129160842318635,0.5774318393798943,50,1,Medium,2,6,B
S09803,0.40086416101745803,1.0,38,Reading/Writing,11,0.6299293958845766,0.2897675221069054,0.59877513621082,59,1,Medium,24,8,A
S09804,0.08039499586695939,1.0,42,Auditory,17,0.8843449545365522,0.45985937635900725,0.0,76,1,High,24,7,D
S09805,0.2500878122433284,0.0,34,Auditory,15,0.0,0.6877414836691529,0.6815186995291457,53,1,Low,1,9,C
S09806,0.6235247208715817,1.0,47,Visual,12,0.0,0.5349842105078171,0.5700954454907913,76,0,High,6,6,A
S09807,0.3932431969086961,1.0,33,Visual,19,0.720945860999276,0.28837834439971044,0.4923766688972204,65,1,High,3,4,B
